colorfulness,minEnergy,lightning,globalActivity,nbWhiteFrames,nbSceneCuts,cutLength,flatness_env,wtf_max2stdratio_1,wtf_max2stdratio_2,wtf_max2stdratio_3,wtf_max2stdratio_4,wtf_max2stdratio_5,wtf_max2stdratio_6,wtf_max2stdratio_7,wtf_max2stdratio_8,wtf_max2stdratio_9,wtf_max2stdratio_10,wtf_max2stdratio_11,wtf_max2stdratio_12,medianLightness,slope,alpha,hueCount,maxSaliencyCount,compositionalBalance,depthOfField,saliencyDisparity,spatialEdgeDistributionArea,entropyComplexity,nbWhiteFrames,nbFades,nbSceneCuts,asymmetry_env,flatness,zcr,colorStrength,colorRawEnergy
53.547379,1.012061,0.137506,0.107922,0,2,68.5,0,5.55E+00,5.50E+00,5.22E+00,4.59E+00,3.84E+00,3.55E+00,3.10E+00,2.30E+00,1.67E+00,1.41E+00,1.41E+00,1.46E+15,0.447059,1.292035,334,139,0.00126,1.611987,132.218582,0.032131,0.918921,13.753773,0,0,2,223.768993,0,0.04134,0.146662,138.268543
10.077921,1.615784,0.88679,0.883762,0,4,48,0.280246,4.52E+00,4.30E+00,4.19E+00,3.98E+00,3.83E+00,3.44E+00,2.89E+00,2.20E+00,1.62E+00,1.42E+00,1.41E+00,2.78E+15,0.098039,1.451654,56,25,0.012129,8.463335,13.904906,0.061208,0.863605,9.829436,0,1,4,480.817907,0.002851,0.029768,0.017455,31.557921
25.588528,0.415327,0.333486,0.115175,0,2,45.5,0,5.38E+00,5.30E+00,4.94E+00,4.24E+00,3.61E+00,3.41E+00,2.83E+00,2.18E+00,1.62E+00,1.43E+00,1.41E+00,1.53E+15,0.494118,1.37475,334,133,0.014351,1.384443,107.55365,0.038621,0.858471,13.065007,0,0,2,258.359829,0,0.056629,0.085276,156.001135
23.252777,0.951137,0.141631,0.03348,0,0,0,0.025187,5.40E+00,5.23E+00,4.82E+00,4.38E+00,3.77E+00,3.49E+00,2.93E+00,2.24E+00,1.72E+00,1.46E+00,1.41E+00,1.73E+15,0.435294,1.34365,320,80,0.006431,1.302246,186.549683,0.145343,0.877361,15.160916,0,0,0,154.365151,0.000296,0.081982,0.090014,114.270731
27.163527,0.829955,0.323272,0.065361,0,1,167,0,5.06E+00,4.85E+00,4.49E+00,3.97E+00,3.51E+00,3.35E+00,2.82E+00,2.12E+00,1.58E+00,1.38E+00,1.42E+00,1.94E+15,0.466667,1.437055,338,66,0.0104,1.317045,99.721382,0.072943,0.871289,12.143862,0,0,1,229.288851,0,0.042318,0.092732,135.772212
30.662514,0.820398,0.654779,0.106892,0,0,0,0,4.93E+00,4.85E+00,4.79E+00,4.49E+00,4.06E+00,3.60E+00,2.98E+00,2.14E+00,1.59E+00,1.42E+00,1.41E+00,1.80E+15,0.556863,1.412421,341,86,0.000918,0.956807,83.853218,0.110168,0.892615,10.27523,0,0,0,154.669818,0,0.070472,0.059539,123.487133
18.930681,0.827046,0.215484,0.184649,0,2,52,0,4.76E+00,4.59E+00,4.34E+00,4.05E+00,3.75E+00,3.44E+00,2.88E+00,2.17E+00,1.61E+00,1.43E+00,1.41E+00,2.01E+15,0.309804,1.34577,329,86,0.016899,0.66557,87.435059,0.096782,0.915806,13.639283,0,1,2,265.710247,0,0.034326,0.050902,150.172655
16.597069,1.05419,0.138431,0.144573,0,3,50.333332,0,5.00E+00,4.86E+00,4.66E+00,4.34E+00,3.92E+00,3.51E+00,2.93E+00,2.14E+00,1.58E+00,1.42E+00,1.41E+00,2.04E+15,0.305882,1.397762,334,57,0.008032,0.834853,103.85569,0.032016,0.897248,12.444616,0,0,3,213.505507,0,0.055525,0.042248,156.967224
19.371334,0.977442,0.255992,0.008019,0,0,0,0,9.48E+00,4.70E+00,3.53E+00,3.31E+00,3.17E+00,3.02E+00,2.77E+00,2.22E+00,1.84E+00,1.43E+00,1.41E+00,1.26E+15,0.45098,1.339561,332,52,0.006016,0.483042,88.978729,0.079288,0.872718,13.626504,0,0,0,606.597253,0,0.00456,0.047791,142.61698
20.023926,1.235457,0.21865,0.070225,0,0,0,0,4.87E+00,4.75E+00,4.44E+00,4.01E+00,3.54E+00,3.26E+00,2.85E+00,2.33E+00,1.68E+00,1.44E+00,1.41E+00,1.05E+15,0.411765,1.33156,23,66,0.005376,0.529834,134.51535,0.211452,0.874336,13.476535,0,0,0,186.74821,0,0.043188,0.032524,103.252416
22.256041,1.27295,0.167866,0.08277,0,2,86,0,5.00E+00,4.91E+00,4.50E+00,3.96E+00,3.53E+00,3.22E+00,2.88E+00,2.39E+00,1.74E+00,1.43E+00,1.41E+00,1.48E+15,0.443137,1.385263,23,55,0.004702,1.155655,143.067322,0.063582,0.8789,13.246828,0,0,2,126.543171,0,0.04331,0.035844,97.636438
28.545074,0.487794,0.793177,0.200464,0,2,102,0,1.29E+01,6.17E+00,3.80E+00,3.11E+00,2.87E+00,2.79E+00,2.63E+00,2.07E+00,1.64E+00,1.44E+00,1.41E+00,4.11E+15,0.298039,1.279803,323,119,0.000347,1.413732,210.730042,0.05169,0.78797,15.057098,0,0,2,607.001158,0,0.002394,0.112579,91.002681
55.783096,0.64221,0.224954,0.582115,0,2,39,0,4.40E+00,4.30E+00,4.14E+00,3.84E+00,3.67E+00,2.96E+00,2.30E+00,1.92E+00,1.56E+00,1.43E+00,1.41E+00,2.15E+15,0.819608,1.394717,340,65,0.018706,3.900291,52.612507,0.207773,0.904927,7.590194,0,2,2,394.635733,0,0.053676,0.236939,57.643601
10.416951,1.889413,0.472811,0.033139,0,1,95,0,4.97E+00,4.22E+00,3.84E+00,3.54E+00,3.33E+00,3.16E+00,2.89E+00,2.26E+00,1.66E+00,1.43E+00,1.41E+00,1.16E+15,0.196078,1.334267,23,40,0.005542,2.020549,134.348663,0.108867,0.897153,12.656405,0,0,1,437.912667,0,0.022201,0.023458,80.514661
23.45446,1.113953,0.13859,0.049876,0,1,105,0,4.92E+00,4.67E+00,4.14E+00,3.70E+00,3.36E+00,3.19E+00,2.94E+00,2.31E+00,1.69E+00,1.43E+00,1.41E+00,1.26E+15,0.396078,1.376263,45,97,0.006919,1.875158,186.531586,0.034632,0.844209,13.40026,0,0,1,209.351587,0,0.026991,0.043315,112.029957
43.671062,0.991008,0.687018,0.109216,0,2,83,0,6.46E+00,5.71E+00,4.77E+00,4.05E+00,3.52E+00,3.12E+00,2.81E+00,2.39E+00,1.77E+00,1.46E+00,1.41E+00,1.62E+15,0.12549,1.302884,219,41,0.003364,1.452202,210.418152,0.079039,0.812663,13.494203,0,0,2,216.547898,0,0.029523,0.100246,42.522677
23.42749,1.106411,0.254457,0.049513,0,2,55,0,4.74E+00,4.64E+00,4.32E+00,3.90E+00,3.50E+00,3.25E+00,2.87E+00,2.29E+00,1.68E+00,1.42E+00,1.41E+00,1.26E+15,0.384314,1.35688,27,105,0.012856,3.124606,209.565033,0.153451,0.845663,13.467525,0,0,2,187.289827,0,0.039707,0.042313,109.435037
15.301187,1.07917,0.564399,0.099934,0,1,95,0,5.23E+00,5.08E+00,4.56E+00,4.05E+00,3.62E+00,3.28E+00,2.84E+00,2.29E+00,1.67E+00,1.44E+00,1.41E+00,1.17E+15,0.34902,1.303551,215,66,0.003535,2.151572,214.453415,0.159542,0.88026,15.053888,0,0,1,157.457482,0,0.048296,0.035893,82.209175
24.463594,0.980954,0.357329,0.079749,0,2,84.5,0.111427,5.21E+00,5.00E+00,4.64E+00,4.08E+00,3.58E+00,3.24E+00,2.74E+00,2.14E+00,1.60E+00,1.43E+00,1.41E+00,1.28E+15,0.337255,1.317477,49,87,0.001421,1.230288,173.257172,0.032426,0.895724,14.412792,0,0,2,186.696355,0.001131,0.075305,0.051844,101.531463
16.973612,1.113546,0.031447,0.000641,0,0,0,0,5.23E+00,5.06E+00,4.58E+00,3.93E+00,3.49E+00,3.23E+00,2.88E+00,2.34E+00,1.72E+00,1.43E+00,1.41E+00,1.61E+15,0.337255,1.238661,218,61,0.009863,1.367713,186.197723,0.165644,0.868243,14.879799,0,0,0,160.4629,0,0.049094,0.037814,79.561512
24.18948,1.039641,0.228484,0.127156,0,2,75.5,0,5.77E+00,5.55E+00,4.84E+00,4.20E+00,3.58E+00,3.14E+00,2.82E+00,2.41E+00,1.82E+00,1.46E+00,1.41E+00,1.53E+15,0.4,1.255238,43,65,0.008838,1.333686,240.39006,0.036115,0.841268,13.310642,0,0,2,84.200096,0,0.054288,0.04652,95.758445
24.801512,1.175968,0.037374,0.109638,0,3,52,0,5.56E+00,5.30E+00,4.79E+00,4.06E+00,3.46E+00,3.07E+00,2.72E+00,2.29E+00,1.77E+00,1.45E+00,1.41E+00,2.98E+15,0.407843,1.246394,49,71,0.00373,1.958888,230.505127,0.144543,0.811688,13.552153,0,0,3,99.385168,0,0.055504,0.045875,92.209615
25.969255,0.983166,0.141271,0.120119,0,3,63,0,5.49E+00,4.99E+00,4.25E+00,3.76E+00,3.41E+00,3.05E+00,2.73E+00,2.34E+00,1.76E+00,1.44E+00,1.41E+00,1.90E+15,0.184314,1.261598,196,34,0.009438,2.660192,243.459335,0.199601,0.842569,12.998662,0,0,3,179.265437,0,0.025322,0.074821,30.303378
28.752998,0.717291,0.31388,0.13782,0,0,0,0,5.18E+00,5.06E+00,4.95E+00,4.58E+00,4.14E+00,3.68E+00,2.95E+00,2.10E+00,1.58E+00,1.43E+00,1.41E+00,1.41E+15,0.803922,1.399834,26,52,0.009297,4.48512,55.533604,0.028972,0.934548,5.211915,0,1,0,100.724749,0,0.121307,0.065537,93.082132
23.857843,0.99318,0.155135,0.168729,0,3,74.333336,0.040251,4.90E+00,4.58E+00,4.35E+00,4.11E+00,3.61E+00,3.34E+00,2.83E+00,2.21E+00,1.66E+00,1.44E+00,1.41E+00,1.13E+15,0.282353,1.403753,6,67,0.012622,1.212582,104.672417,0.249645,0.903372,14.257801,0,1,3,228.642893,0.000411,0.051049,0.048355,95.792395
26.956608,1.34317,0.25386,0.408056,0,2,54.5,0.038062,4.87E+00,4.70E+00,4.47E+00,4.19E+00,3.74E+00,3.38E+00,2.86E+00,2.19E+00,1.64E+00,1.44E+00,1.41E+00,9.77E+14,0.266667,1.306509,24,33,0.003042,1.472223,207.888428,0.094757,0.880387,13.698772,0,1,2,204.382363,0.000442,0.06245,0.038285,85.307948
23.345091,1.110928,0.401412,0.381595,0,4,45,0,4.82E+00,4.68E+00,4.54E+00,4.26E+00,3.82E+00,3.38E+00,2.84E+00,2.21E+00,1.63E+00,1.41E+00,1.41E+00,9.47E+14,0.458824,1.37474,44,86,0.004517,2.433904,86.7565,0.023351,0.897263,10.958322,0,0,4,168.266549,0,0.059341,0.040228,96.432867
20.627001,1.27946,0.448885,0.243819,0,2,77,0.122976,4.79E+00,4.64E+00,4.45E+00,4.11E+00,3.69E+00,3.35E+00,2.76E+00,2.08E+00,1.58E+00,1.42E+00,1.41E+00,1.02E+15,0.223529,1.338252,15,68,0.005269,2.056434,234.839294,0.139596,0.859209,13.758924,0,2,2,237.851431,0.00211,0.061345,0.036085,90.550833
16.878681,1.175371,0.343863,0.105772,0,2,90,0,4.80E+00,4.76E+00,4.66E+00,4.30E+00,3.87E+00,3.38E+00,2.74E+00,1.98E+00,1.55E+00,1.43E+00,1.41E+00,8.42E+14,0.243137,1.294886,24,73,0.002529,1.210289,216.123215,0.019171,0.854244,14.202823,0,0,2,180.964902,0,0.095263,0.038028,90.835904
19.832335,1.07699,0.368317,0.252699,0,5,33,0,4.80E+00,4.77E+00,4.62E+00,4.31E+00,3.79E+00,3.38E+00,2.72E+00,1.98E+00,1.53E+00,1.42E+00,1.41E+00,7.19E+14,0.34902,1.278934,40,106,0.001719,0.782834,197.324097,0.278712,0.813628,15.263482,0,0,5,136.964258,0,0.100622,0.040479,102.187654
27.928368,1.2528,0.254491,0.505129,0,1,126,0.237728,4.86E+00,4.83E+00,4.64E+00,4.30E+00,3.82E+00,3.36E+00,2.79E+00,2.17E+00,1.64E+00,1.44E+00,1.41E+00,1.15E+15,0.415686,1.337135,15,54,0.007495,1.875763,228.857559,0.253832,0.846475,12.242867,0,1,1,133.027299,0.002517,0.083309,0.05574,92.041076
7.727869,2.207813,0.740748,0.498334,0,3,55.666668,0.062053,5.02E+00,4.73E+00,4.53E+00,4.22E+00,3.81E+00,3.33E+00,2.89E+00,2.23E+00,1.63E+00,1.43E+00,1.41E+00,7.76E+14,0.156863,1.383091,34,17,0.004873,0.826093,50.602165,0.024197,0.884767,12.265182,0,2,3,253.778828,0.000642,0.035098,0.013677,123.700102
11.968878,1.556489,0.450351,0.249498,0,3,51.666668,0.059947,4.71E+00,4.53E+00,4.36E+00,4.09E+00,3.87E+00,3.46E+00,2.87E+00,2.28E+00,1.65E+00,1.44E+00,1.41E+00,7.21E+14,0.180392,1.389762,19,46,0.003496,0.480295,55.724297,0.021578,0.901438,12.767496,0,0,3,349.355591,0.000608,0.032111,0.018801,93.475886
16.917393,1.200156,0.461808,0.398533,0,3,49,0,4.71E+00,4.48E+00,4.28E+00,4.01E+00,3.75E+00,3.40E+00,2.88E+00,2.27E+00,1.67E+00,1.44E+00,1.41E+00,9.75E+14,0.32549,1.403833,41,30,0.006343,20.999992,124.345528,0.031226,0.879912,10.536437,0,1,3,327.948796,0,0.027388,0.022162,39.275559
20.10206,0.878775,0.653891,0.197369,0,0,0,0,5.02E+00,4.90E+00,4.78E+00,4.46E+00,4.00E+00,3.50E+00,2.89E+00,2.26E+00,1.69E+00,1.44E+00,1.41E+00,2.98E+15,0.54902,1.366153,314,71,0.010806,3.513563,94.248947,0.043766,0.918905,9.446548,0,2,0,299.744182,0,0.037544,0.059745,157.002838
16.904398,1.3043,0.307056,0.364996,0,3,45.666668,0,4.73E+00,4.62E+00,4.43E+00,4.12E+00,3.83E+00,3.49E+00,2.88E+00,2.27E+00,1.68E+00,1.43E+00,1.41E+00,1.00E+15,0.254902,1.354182,31,30,0.01689,0.131028,57.283722,0.224963,0.867906,10.662165,0,3,3,341.995566,0,0.03515,0.021989,40.149142
11.265116,1.650111,0.02256,0.382928,0,1,204,0,5.02E+00,4.73E+00,4.52E+00,4.18E+00,3.80E+00,3.30E+00,2.75E+00,2.27E+00,1.74E+00,1.44E+00,1.41E+00,1.02E+15,0.243137,1.414025,54,44,0.003872,0.171094,39.812096,0.065832,0.879754,11.125657,0,0,1,302.43364,0,0.019699,0.018988,71.741939
7.753432,1.99337,0,1.413083,0,6,32.166668,0.03145,5.05E+00,4.85E+00,4.57E+00,4.22E+00,3.84E+00,3.40E+00,2.90E+00,2.31E+00,1.66E+00,1.42E+00,1.41E+00,7.32E+14,0.035294,1.462234,78,17,0.08998,1.531588,1.533129,0.183787,0.808299,7.894337,0,0,6,129.943568,0.000337,0.054241,0.010521,38.236981
8.833791,1.99709,1.758086,0.998849,0,6,42.5,0,5.15E+00,4.84E+00,4.50E+00,4.24E+00,3.84E+00,3.38E+00,2.81E+00,2.25E+00,1.68E+00,1.43E+00,1.41E+00,8.73E+14,0.011765,1.404399,77,21,0.000576,6.474579,162.625687,0.008315,0.826209,7.924636,0,3,6,158.830636,0,0.042036,0.007974,39.341389
11.436193,1.394446,0.505781,1.666865,0,8,21.875,0.225735,5.06E+00,4.67E+00,4.31E+00,3.96E+00,3.68E+00,3.33E+00,2.74E+00,2.08E+00,1.61E+00,1.42E+00,1.41E+00,1.37E+15,0.090196,1.401123,68,30,0.00022,1.370343,139.968323,0.00526,0.844288,12.827611,0,2,8,207.49965,0.002972,0.034647,0.019862,28.357674
8.933009,2.154366,0.439608,0.258167,0,3,60,0,3.97E+00,3.91E+00,3.79E+00,3.63E+00,3.70E+00,3.29E+00,2.62E+00,1.96E+00,1.57E+00,1.42E+00,1.41E+00,1.51E+15,0.047059,1.338643,54,16,0.000757,2.862243,220.256363,0.025699,0.842569,9.912289,0,0,3,442.087619,0,0.033859,0.019423,69.750532
14.969741,1.159482,0.584809,0.069982,0,1,132,0,4.71E+00,4.52E+00,4.32E+00,3.98E+00,3.65E+00,3.33E+00,2.82E+00,2.14E+00,1.63E+00,1.42E+00,1.41E+00,1.24E+15,0.211765,1.394243,66,37,0.005405,0.895102,148.204803,0.028178,0.85651,13.263039,0,0,1,380.440348,0,0.028086,0.028419,27.017104
13.9172,0.872473,0.026157,0.140228,0,1,73,0,4.88E+00,4.66E+00,4.46E+00,4.06E+00,3.71E+00,3.41E+00,2.87E+00,2.23E+00,1.64E+00,1.43E+00,1.41E+00,1.02E+15,0.235294,1.391824,66,46,0.000479,1.678688,88.524101,0.038714,0.857095,12.913401,0,0,1,430.657839,0,0.025797,0.029713,22.979184
15.729038,0.889767,0.797598,0.103289,0,1,93,0,4.89E+00,4.77E+00,4.61E+00,4.26E+00,3.86E+00,3.49E+00,2.92E+00,2.18E+00,1.63E+00,1.42E+00,1.41E+00,1.38E+15,0.27451,1.348712,65,48,0.001475,1.012956,211.18811,0.089648,0.877799,12.860762,0,1,1,260.317147,0,0.041734,0.029105,26.372993
6.85242,1.821731,0.81844,0.034458,0,0,0,0,4.50E+00,4.47E+00,4.33E+00,4.13E+00,3.70E+00,3.20E+00,2.65E+00,1.91E+00,1.45E+00,1.30E+00,1.30E+00,1.87E+15,0.019608,1.449192,78,20,0.000879,14.327,65.451698,0.010381,0.47713,8.030885,0,0,0,128.32666,0,0.066613,0.01246,30.354469
15.507323,1.293565,0.152655,0.50939,2,0,0,0,5.06E+00,4.49E+00,4.29E+00,4.08E+00,3.64E+00,3.20E+00,2.73E+00,2.00E+00,1.66E+00,1.45E+00,1.41E+00,3.81E+15,0.294118,1.439579,15,65,0.007062,3.760448,101.51429,0.064666,0.911624,11.700861,2,1,0,322.554014,0,0.013037,0.024906,105.309434
9.374353,1.38702,3.623674,0.134576,0,1,57,0,4.82E+00,4.66E+00,4.47E+00,4.29E+00,3.93E+00,3.52E+00,2.83E+00,2.15E+00,1.59E+00,1.43E+00,1.41E+00,1.29E+15,0.2,1.447038,18,26,0.020304,0.314096,0.338727,0.089969,0.854694,8.18089,0,0,1,319.193261,0,0.046893,0.016568,70.508909
13.956426,1.719907,0.320287,0.179312,0,2,102,0,5.17E+00,4.91E+00,4.70E+00,4.44E+00,4.03E+00,3.59E+00,2.89E+00,2.23E+00,1.63E+00,1.43E+00,1.41E+00,1.37E+15,0.305882,1.426302,29,23,0.001424,1.705765,71.893852,0.208243,0.911043,10.834233,0,2,2,275.813225,0,0.055611,0.02184,71.060124
8.174221,1.497102,0.369736,0.114349,0,2,96,0,4.73E+00,4.59E+00,4.40E+00,4.20E+00,3.92E+00,3.48E+00,2.81E+00,2.11E+00,1.59E+00,1.42E+00,1.41E+00,1.56E+15,0.113725,1.486331,17,29,0.106102,0,0,0.103105,0.881691,8.06576,0,0,2,324.328011,0,0.039323,0.019413,136.692067
2.587951,-1,3.190881,0.135869,0,1,43,0,5.67E+00,4.69E+00,4.31E+00,4.05E+00,3.69E+00,3.36E+00,2.90E+00,2.32E+00,1.71E+00,1.43E+00,1.41E+00,1.88E+15,0.035294,1.44196,-1,1,0.021801,0,0,0.047745,0.928914,6.086614,0,1,1,335.845062,0,0.023685,0.004458,85.397024
16.693689,1.973575,1.201935,0.306466,0,1,45,0,5.10E+00,5.01E+00,4.75E+00,4.49E+00,4.13E+00,3.54E+00,2.85E+00,2.10E+00,1.59E+00,1.43E+00,1.41E+00,2.87E+15,0.301961,1.368665,87,90,0.012335,2.579028,9.583389,0.11415,0.899566,10.643263,0,1,1,164.805906,0,0.085885,0.026486,95.42388
16.940283,1.406111,0.236956,0.389149,0,2,75,0,5.02E+00,4.87E+00,4.54E+00,4.28E+00,4.01E+00,3.51E+00,2.93E+00,2.15E+00,1.58E+00,1.42E+00,1.41E+00,2.78E+15,0.34902,1.332906,34,37,0.008008,3.368717,117.424347,0.117607,0.808442,12.190392,0,1,2,199.859912,0,0.049459,0.024454,75.851292
17.932627,1.079241,0.567182,0.118097,0,1,30,0,4.71E+00,4.54E+00,4.26E+00,4.09E+00,4.03E+00,3.42E+00,2.82E+00,2.11E+00,1.56E+00,1.42E+00,1.41E+00,2.69E+15,0.164706,1.3696,15,42,0.007153,0.706815,54.830154,0.102241,0.913604,10.961731,0,0,1,281.984013,0,0.042636,0.016428,42.658061
17.367306,1.156966,0.463132,0.159985,0,3,76,0,4.62E+00,4.43E+00,4.22E+00,4.01E+00,3.81E+00,3.47E+00,2.96E+00,2.14E+00,1.62E+00,1.42E+00,1.41E+00,2.56E+15,0.141176,1.392208,11,26,0.026372,0.292256,110.247635,0.132176,0.680734,12.448991,0,0,3,350.813873,0,0.028072,0.015849,50.810347
34.367577,0.763024,0.49002,0.164936,0,2,105.5,0,4.77E+00,4.51E+00,4.30E+00,4.06E+00,3.83E+00,3.45E+00,2.85E+00,2.10E+00,1.59E+00,1.43E+00,1.41E+00,1.68E+15,0.388235,1.402081,193,108,0.028494,3.59289,173.072662,0.119637,0.801662,11.845226,0,0,2,296.856797,0,0.041764,0.063524,86.557856
19.315012,1.108098,0,0.307829,0,2,65,0,5.94E+00,4.61E+00,4.21E+00,3.88E+00,3.63E+00,3.30E+00,2.81E+00,2.19E+00,1.76E+00,1.45E+00,1.41E+00,2.37E+15,0.231373,1.419757,11,73,0.000434,6.061809,6.08609,0.007188,0.905769,10.503705,0,2,2,401.408692,0,0.018449,0.029202,134.594506
20.884682,1.282459,0.474942,0.157044,0,2,92,0,4.96E+00,4.86E+00,4.72E+00,4.53E+00,4.18E+00,3.64E+00,2.85E+00,2.10E+00,1.56E+00,1.42E+00,1.41E+00,2.80E+15,0.576471,1.363242,175,89,0.000273,6.653486,71.173912,0.007751,0.865025,8.092589,0,0,2,229.517672,0,0.057635,0.0441,159.517842
26.919018,1.049142,0.801136,0.246747,0,2,83.5,0,5.48E+00,4.49E+00,4.17E+00,3.93E+00,3.68E+00,3.42E+00,2.95E+00,2.27E+00,1.72E+00,1.45E+00,1.41E+00,1.96E+15,0.431373,1.399505,15,68,0.024423,0.275182,55.100098,0.161302,0.920595,11.460708,0,1,2,452.531433,0,0.017546,0.041702,89.613798
31.431704,1.044395,0.04251,0.118575,0,1,90,0,4.72E+00,4.42E+00,4.23E+00,3.99E+00,3.73E+00,3.45E+00,2.96E+00,2.26E+00,1.65E+00,1.42E+00,1.41E+00,1.53E+15,0.54902,1.453465,27,61,0.002951,0.403336,114.39222,0.206517,0.898018,10.43347,0,0,1,433.132171,0,0.022764,0.050875,109.365907
19.134222,1.006788,0.25679,0.138547,0,2,78.5,0,4.68E+00,4.37E+00,4.19E+00,3.95E+00,3.71E+00,3.45E+00,2.95E+00,2.26E+00,1.65E+00,1.43E+00,1.41E+00,1.84E+15,0.443137,1.380424,10,39,0.011632,0.626528,51.941311,0.327627,0.890666,11.790608,0,0,2,483.907264,0,0.018052,0.03084,86.961223
29.142946,1.120154,0.197163,0.256559,0,1,228,0,4.88E+00,4.55E+00,4.30E+00,4.02E+00,3.74E+00,3.44E+00,2.91E+00,2.21E+00,1.63E+00,1.43E+00,1.41E+00,1.86E+15,0.537255,1.454931,27,69,0.006832,0.157822,94.596138,0.17919,0.910405,10.365121,0,1,1,348.253847,0,0.028801,0.044393,103.318703
29.570036,1.051057,0.097336,0.187224,0,1,148,0,4.85E+00,4.52E+00,4.24E+00,3.89E+00,3.56E+00,3.36E+00,2.86E+00,2.20E+00,1.65E+00,1.43E+00,1.41E+00,1.73E+15,0.388235,1.326592,30,67,0.01872,0.367383,80.816551,0.17776,0.927436,12.217188,0,2,1,338.462071,0,0.020443,0.047394,105.983624
12.168064,1.325528,4.127928,0.197761,0,2,102,0,6.14E+00,4.73E+00,4.26E+00,3.92E+00,3.52E+00,3.18E+00,2.76E+00,2.19E+00,1.73E+00,1.45E+00,1.41E+00,2.09E+15,0.298039,1.484559,15,28,0.837283,0.66918,1.240675,0.280218,0.890666,10.933796,0,0,2,408.496484,0,0.013595,0.026271,73.767108
11.923371,1.32675,0.115653,0.169963,0,2,109,0,7.10E+00,4.83E+00,4.21E+00,3.85E+00,3.43E+00,3.06E+00,2.74E+00,2.21E+00,1.78E+00,1.46E+00,1.41E+00,2.68E+15,0.121569,1.45349,15,30,0.055955,0.207874,34.202148,0.320506,0.926826,10.127501,0,0,2,475.676019,0,0.009983,0.019643,86.040631
10.413521,1.378621,0.232356,0.392998,0,1,190,0,4.96E+00,4.73E+00,4.42E+00,4.10E+00,3.81E+00,3.51E+00,3.01E+00,2.24E+00,1.64E+00,1.42E+00,1.41E+00,2.17E+15,0.247059,1.442803,39,25,0.006454,0.07022,66.121941,0.03907,0.818707,10.54037,0,2,1,257.369356,0,0.026488,0.019106,20.786187
12.611792,1.5472,0.591881,0.365406,0,1,102,0,4.96E+00,4.76E+00,4.44E+00,4.15E+00,3.80E+00,3.50E+00,2.90E+00,2.17E+00,1.63E+00,1.43E+00,1.41E+00,2.49E+15,0.082353,1.494545,19,22,0.013971,1.221349,1.221349,0.037214,0.895672,7.977434,0,2,1,206.376133,0,0.038559,0.012012,33.49147
8.969412,2.220564,0.184646,0.275557,0,0,0,0,5.12E+00,4.99E+00,4.67E+00,4.42E+00,4.09E+00,3.60E+00,2.96E+00,2.18E+00,1.58E+00,1.42E+00,1.41E+00,1.65E+15,0.047059,1.52108,64,29,0.000321,0.179998,29.576212,0.006751,0.897479,9.183455,0,3,0,176.06162,0,0.051733,0.015615,103.24606
24.140457,1.237477,0.143608,0.08341,0,0,0,0,4.90E+00,4.80E+00,4.61E+00,4.42E+00,4.09E+00,3.54E+00,2.80E+00,2.04E+00,1.56E+00,1.42E+00,1.41E+00,3.94E+15,0.533333,1.402393,169,59,0.000907,2.095596,51.133904,0.154044,0.820251,8.740057,0,0,0,247.326063,0,0.066119,0.062766,142.849479
13.106068,1.146364,0.36885,0.223789,0,1,217,0,5.02E+00,4.91E+00,4.73E+00,4.43E+00,4.15E+00,3.68E+00,2.91E+00,2.16E+00,1.58E+00,1.43E+00,1.41E+00,1.15E+15,0.298039,1.4458,15,31,0.180456,0.088697,4.291014,0.137441,0.926826,10.289908,0,1,1,289.81989,0,0.053308,0.026406,64.587617
13.817777,1.146013,0.830423,0.156104,0,1,70,0.029027,5.03E+00,4.89E+00,4.61E+00,4.36E+00,3.99E+00,3.49E+00,2.84E+00,2.11E+00,1.57E+00,1.43E+00,1.41E+00,1.20E+15,0.313726,1.430462,17,29,0.652014,0.924939,1.346424,0.259304,0.842814,10.173778,0,0,1,294.929399,0.000475,0.051879,0.023761,38.617511
12.34853,1.176136,0.132883,0.196334,0,2,64,0,5.09E+00,4.90E+00,4.70E+00,4.43E+00,4.10E+00,3.67E+00,2.93E+00,2.19E+00,1.59E+00,1.42E+00,1.41E+00,1.36E+15,0.219608,1.411131,15,29,0.094436,1.57205,27.606478,0.237531,0.85673,10.630866,0,1,2,330.468223,0,0.053521,0.024859,60.945184
11.16895,1.085178,0.300597,0.135341,0,2,64,0.047268,5.03E+00,4.86E+00,4.62E+00,4.30E+00,3.99E+00,3.56E+00,2.87E+00,2.17E+00,1.61E+00,1.43E+00,1.41E+00,1.66E+15,0.156863,1.420203,15,33,0.013472,2.142615,7.028743,0.150961,0.91047,10.995528,0,0,2,315.562793,0.000478,0.051182,0.023537,71.374455
10.961638,1.498354,0.391653,0.258611,0,0,0,0,4.81E+00,4.73E+00,4.52E+00,4.28E+00,4.04E+00,3.55E+00,2.91E+00,2.20E+00,1.61E+00,1.43E+00,1.41E+00,1.82E+15,0.262745,1.429165,19,23,0.003598,0.392016,0.320883,0.066083,0.908856,9.737207,0,1,0,258.502966,0,0.048548,0.017354,31.964258
